date,guests,adr,hotel
2016-06-29,317.0,88.96262820512821,Resort Hotel
2016-06-30,343.0,84.9948502994012,Resort Hotel
2016-07-01,291.0,85.82808510638299,Resort Hotel
2016-07-02,334.0,92.02871794871794,Resort Hotel
2016-07-03,382.0,95.54426136363637,Resort Hotel
2016-07-04,355.0,94.5168862275449,Resort Hotel
2016-07-05,372.0,97.20287356321839,Resort Hotel
2016-07-06,362.0,92.0764161849711,Resort Hotel
2016-07-07,345.0,100.278375,Resort Hotel
2016-07-08,347.0,100.2093125,Resort Hotel
2016-07-09,327.0,97.93217948717948,Resort Hotel
2016-07-10,343.0,100.04176829268292,Resort Hotel
2016-07-11,365.0,100.78264367816092,Resort Hotel
2016-07-12,352.0,98.62783625730995,Resort Hotel
2016-07-13,345.0,101.86615853658536,Resort Hotel
2016-07-14,375.0,101.0974011299435,Resort Hotel
2016-07-15,404.0,101.19206349206348,Resort Hotel
2016-07-16,418.0,105.9834375,Resort Hotel
2016-07-17,448.0,114.00538834951456,Resort Hotel
2016-07-18,469.0,123.06985849056605,Resort Hotel
2016-07-19,463.0,126.49478260869564,Resort Hotel
2016-07-20,442.0,129.075175879397,Resort Hotel
2016-07-21,432.0,130.9537435897436,Resort Hotel
2016-07-22,404.0,135.43826815642458,Resort Hotel
2016-07-23,420.0,138.8577540106952,Resort Hotel
2016-07-24,450.0,145.9502487562189,Resort Hotel
2016-07-25,476.0,147.12027906976743,Resort Hotel
2016-07-26,442.0,153.74636363636364,Resort Hotel
2016-07-27,429.0,152.06309278350517,Resort Hotel
2016-07-28,412.0,150.08417582417582,Resort Hotel
2016-07-29,423.0,153.82686486486486,Resort Hotel
2016-07-30,453.0,158.40177083333333,Resort Hotel
2016-07-31,469.0,164.82436274509803,Resort Hotel
2016-08-01,460.0,173.52527918781726,Resort Hotel
2016-08-02,446.0,171.07717277486913,Resort Hotel
2016-08-03,407.0,168.6693888888889,Resort Hotel
2016-08-04,390.0,162.5244252873563,Resort Hotel
2016-08-05,395.0,163.84859649122808,Resort Hotel
2016-08-06,399.0,164.44982352941176,Resort Hotel
2016-08-07,427.0,173.65248587570622,Resort Hotel
2016-08-08,451.0,179.60931216931218,Resort Hotel
2016-08-09,408.0,182.45793103448275,Resort Hotel
2016-08-10,361.0,179.46331168831168,Resort Hotel
2016-08-11,411.0,178.07602272727274,Resort Hotel
2016-08-12,429.0,182.98048648648648,Resort Hotel
2016-08-13,419.0,187.19054945054944,Resort Hotel
2016-08-14,400.0,186.51039325842694,Resort Hotel
2016-08-15,436.0,194.84439790575917,Resort Hotel
2016-08-16,429.0,194.69608465608465,Resort Hotel
2016-08-17,401.0,189.59350282485877,Resort Hotel
2016-08-18,395.0,186.28143678160922,Resort Hotel
2016-08-19,404.0,184.756875,Resort Hotel
2016-08-20,395.0,184.61561403508773,Resort Hotel
2016-08-21,367.0,189.64333333333335,Resort Hotel
2016-08-22,405.0,191.61471590909093,Resort Hotel
2016-08-23,411.0,192.28045454545455,Resort Hotel
2016-08-24,378.0,194.809625,Resort Hotel
2016-08-25,367.0,197.61631578947367,Resort Hotel
2016-08-26,401.0,192.36452380952383,Resort Hotel
2016-08-27,418.0,193.12473988439308,Resort Hotel
2016-08-28,432.0,190.12793296089387,Resort Hotel
2016-08-29,478.0,193.09205128205127,Resort Hotel
2016-08-30,485.0,187.64102564102564,Resort Hotel
2016-08-31,488.0,182.40404999999998,Resort Hotel
2016-09-01,493.0,175.3743842364532,Resort Hotel
2016-09-02,477.0,169.25716417910448,Resort Hotel
2016-09-03,439.0,163.22821989528796,Resort Hotel
2016-09-04,417.0,164.38715846994535,Resort Hotel
2016-09-05,399.0,150.51038461538462,Resort Hotel
2016-09-06,361.0,147.01612121212122,Resort Hotel
2016-09-07,300.0,141.08007246376812,Resort Hotel
2016-09-08,310.0,138.49397163120568,Resort Hotel
2016-09-09,287.0,130.59902985074626,Resort Hotel
2016-09-10,310.0,123.89381944444443,Resort Hotel
2016-09-11,321.0,118.65519480519481,Resort Hotel
2016-09-12,338.0,115.485625,Resort Hotel
2016-09-13,377.0,113.23668539325843,Resort Hotel
2016-09-14,404.0,110.71832460732985,Resort Hotel
2016-09-15,463.0,108.46829596412556,Resort Hotel
2016-09-16,420.0,110.85853535353536,Resort Hotel
2016-09-17,371.0,108.21988505747126,Resort Hotel
2016-09-18,419.0,98.61084999999999,Resort Hotel
2016-09-19,439.0,91.17704545454546,Resort Hotel
2016-09-20,424.0,88.19920930232558,Resort Hotel
2016-09-21,414.0,91.276875,Resort Hotel
2016-09-22,366.0,90.65945054945055,Resort Hotel
2016-09-23,319.0,94.44974193548387,Resort Hotel
2016-09-24,284.0,95.87439393939394,Resort Hotel
2016-09-25,318.0,93.9766883116883,Resort Hotel
2016-09-26,366.0,93.70837988826815,Resort Hotel
2016-09-27,382.0,89.74849462365592,Resort Hotel
2016-09-28,338.0,85.52617647058824,Resort Hotel
2016-09-29,305.0,87.25463576158941,Resort Hotel
2016-09-30,315.0,89.79590909090909,Resort Hotel
2016-10-01,293.0,89.66075862068965,Resort Hotel
2016-10-02,329.0,89.35000000000001,Resort Hotel
2016-10-03,352.0,87.40610465116279,Resort Hotel
2016-10-04,299.0,86.92349315068493,Resort Hotel
2016-10-05,327.0,83.63085889570552,Resort Hotel
2016-10-06,439.0,79.39098214285714,Resort Hotel
2016-10-07,415.0,77.49556603773586,Resort Hotel
2016-10-08,437.0,77.36276785714286,Resort Hotel
2016-10-09,520.0,72.9882962962963,Resort Hotel
2016-10-10,474.0,69.53693877551021,Resort Hotel
2016-10-11,465.0,68.50984,Resort Hotel
2016-10-12,453.0,70.25487704918032,Resort Hotel
2016-10-13,333.0,74.43820809248555,Resort Hotel
2016-10-14,258.0,74.84642335766422,Resort Hotel
2016-10-15,220.0,70.67258333333332,Resort Hotel
2016-10-16,219.0,67.46195121951219,Resort Hotel
2016-10-17,307.0,69.38190476190476,Resort Hotel
2016-10-18,341.0,68.46611702127659,Resort Hotel
2016-10-19,378.0,66.09128571428572,Resort Hotel
2016-10-20,387.0,63.91027272727273,Resort Hotel
2016-10-21,396.0,64.84146666666666,Resort Hotel
2016-10-22,307.0,65.56456140350878,Resort Hotel
2016-10-23,311.0,67.08847953216373,Resort Hotel
2016-10-24,358.0,62.29489361702128,Resort Hotel
2016-10-25,325.0,61.530414201183426,Resort Hotel
2016-10-26,317.0,67.28679245283018,Resort Hotel
2016-10-27,397.0,66.60624390243903,Resort Hotel
2016-10-28,311.0,70.42670967741935,Resort Hotel
2016-10-29,343.0,71.43311377245509,Resort Hotel
2016-10-30,390.0,68.94666666666667,Resort Hotel
2016-10-31,366.0,71.26184971098266,Resort Hotel
2016-11-01,330.0,71.9684076433121,Resort Hotel
2016-11-02,339.0,69.84819875776397,Resort Hotel
2016-11-03,317.0,67.61388157894737,Resort Hotel
2016-11-04,319.0,63.07844155844156,Resort Hotel
2016-11-05,315.0,62.96298013245033,Resort Hotel
2016-11-06,349.0,61.87,Resort Hotel
2016-11-07,346.0,58.99196428571428,Resort Hotel
2016-11-08,333.0,56.61158536585366,Resort Hotel
2016-11-09,332.0,55.73092592592592,Resort Hotel
2016-11-10,323.0,53.6706875,Resort Hotel
2016-11-11,277.0,54.86282608695652,Resort Hotel
2016-11-12,304.0,53.965555555555554,Resort Hotel
2016-11-13,318.0,55.60658385093168,Resort Hotel
2016-11-14,284.0,56.11013986013986,Resort Hotel
2016-11-15,293.0,54.97900662251656,Resort Hotel
2016-11-16,272.0,53.73201342281879,Resort Hotel
2016-11-17,280.0,54.261066666666665,Resort Hotel
2016-11-18,270.0,51.85347222222222,Resort Hotel
2016-11-19,231.0,49.718799999999995,Resort Hotel
2016-11-20,308.0,51.53128834355829,Resort Hotel
2016-11-21,361.0,50.56198952879581,Resort Hotel
2016-11-22,303.0,50.48192546583851,Resort Hotel
2016-11-23,300.0,49.07873417721519,Resort Hotel
2016-11-24,252.0,47.612554744525546,Resort Hotel
2016-11-25,217.0,49.24198347107438,Resort Hotel
2016-11-26,215.0,51.628839285714285,Resort Hotel
2016-11-27,271.0,53.888015267175575,Resort Hotel
2016-11-28,211.0,53.152830188679246,Resort Hotel
2016-11-29,179.0,50.481700000000004,Resort Hotel
2016-11-30,205.0,49.85657894736842,Resort Hotel
2016-12-01,168.0,47.02333333333333,Resort Hotel
